,dataset,bd,fa,fica,grp,icm,ipca,isomap,ivis,kpca-cos,kpca-pol,kpca-rbf,kpca-sig,lda,lle,lsnmf,mctsne,nmf,nmf2,nsnmf,pca,phate,pmf,saucie,snmf,spca,spca-batch,spectral,srp,tsvd,umap,vasc,vpac,zifa
dbs,TabulaMuris_Bladder_10X,0.6505972286555418,0.02294934222318324,0.00720662936386667,0.4856367898553246,0.00811867638895684,0.7015466644222729,0.5132921431934415,0.7095759446096963,0.7027397154906372,0.6168835294637364,0.0931877281143862,0.04886653785129973,0.7005882656533038,0.7007257197166262,0.7029024892715559,0.7900173620824873,0.7013135692997842,0.1949486020782276,0.028250403181978436,0.7015466644222729,0.7243202639945854,0.7103367690925052,-0.00026798484407880037,0.7014293236973427,0.7010910059956771,0.000999876774414999,0.4813229061564697,0.0493539012799645,0.7012896566866789,0.7006130015735079,0.7882973777234566,0.7012449395511755,0.7135301097002754
dbs,TabulaMuris_Bladder_FACS,0.20452738814024868,0.7500337288477369,0.7536089823921203,0.20540009797013514,0.016224577953785086,0.7554431833573967,0.7235233068659659,0.2058995570123449,0.7511328436456723,0.16263659035633712,0.7473535241755749,0.21963302771017604,0.20452738814024868,0.7363148527707858,0.7515864015669947,0.7582510120399228,0.7527761205456714,0.7520264808850899,0.7396390315172239,0.7532166637318575,0.7435759475614567,0.20550096952830724,-0.008546763168593756,0.7515864015669947,0.7539012125018331,0.20452738814024868,0.7578978358831446,-0.0001221011638134039,0.7525222178140537,0.7383798217027066,0.7530284705104814,0.1937202446337441,0.749782468168199
dbs,TabulaMuris_Brain_Microglia_FACS,0.3624033767204548,0.5891542590123858,0.35612815284006283,0.3596655388101184,0.04405633568224916,0.3623746216396001,0.0838171389663995,0.3596655388101184,0.3596655388101184,0.16838748714086646,0.2799630840284289,0.6010901676944763,0.3624033767204548,0.26014262389461434,0.05536620050075953,0.3596655388101184,0.3651052764553649,0.3651052764553649,0.3800278594624151,0.3623746216396001,0.02435343300377293,0.27110411337278034,-0.010917953767105332,0.3651052764553649,0.3623746216396001,0.3623746216396001,0.3596655388101184,0.3624033767204548,0.3587624586061375,0.3596655388101184,0.6157605372947287,-0.009865984725565605,0.32623838463075866
dbs,TabulaMuris_Brain_Neurons_FACS,0.08049924193578771,0.5640908886093344,-0.0017175980520515175,0.2792639483683205,0.00187649425351121,0.2665674326057073,0.11080824774349853,0.6306205162846695,0.6189900636046639,0.002163235078276603,0.5296706882432295,0.4190143699603757,0.30033043916220153,0.0033860512452576733,0.15026675347397195,0.34803223166506825,-0.0017175980520515175,-0.0019084459576655165,0.1851599732224316,0.2519884465887944,0.11717842076091832,0.19313144408327992,-0.0008040306956716961,-0.001526570541666833,0.26408179101936124,0.2565568013913326,0.4606351938156056,-0.0017175980520515175,0.5201979568767272,0.2994834513354194,0.010710313079298487,0.4364837497889624,0.34786522890495464
dbs,TabulaMuris_Colon_FACS,0.024953169140428087,0.008132463386296309,0.0014484924344201643,-0.0028945668474922364,0.00466150747658899,-0.04030466166896692,-0.04192918706214875,0.0012721138933649793,0.02671528515420771,-0.0031680396251120607,-0.0006519358648663054,0.026006635400215968,0.013921034285708732,0.02583691697886119,0.008298780287425813,0.0016453575392191833,0.024250541623911458,0.007465998015889594,0.0009350800206661623,-0.002320148215983958,0.005524285993753929,0.023842533407595654,0.0011332408900071199,0.025161892585789408,-0.040061954379422636,0.02570562955954736,-0.013121184726393741,-0.0365131471090322,-0.04053359317645222,0.023007024799615285,0.003752079987466097,0.08109241836032298,0.19521764158652133
dbs,TabulaMuris_Fat_FACS,0.2603402222359781,0.001099819141641556,3.328375965365907e-05,0.0580403567521112,0.0012177213332742476,-0.00040336120817097,-0.00040716006551870905,-0.0004492497356192309,-0.00045439541172688757,0.0016462055766384759,-0.00026170540142181543,0.41826690496518976,0.29010395517635784,0.0008695367869741611,0.010192284686864641,0.0040610317810111035,0.27209142125940744,-0.00030362552161872463,0.02806783208084973,-0.00025469907141347767,0.0015448561597853302,0.00032693603015523167,0.0004233678374112301,3.328375965365907e-05,-0.0003273281645823973,-0.0004435067788808887,0.2795547343630248,-0.00021004764732701002,-0.00041501846384367236,0.050052836289160615,0.007717689757800519,0.2502375838249853,0.0015588342448791452
dbs,TabulaMuris_Heart_10X,0.3346830738871871,0.1452340838754,0.05333744942506586,0.05378853197036256,0.012013727434793864,0.05333744942506586,0.051871002763742326,0.05150901637804111,0.05141994688028698,0.05378853197036256,0.051871002763742326,0.051871002763742326,0.051871002763742326,-0.003561911292772796,0.6360851322999337,0.8376741590848534,0.05150901637804111,0.05150901637804111,0.1384565613109698,0.05333744942506586,0.01535696424239129,0.05141994688028698,0.0012308871553125065,0.05150901637804111,0.05333744942506586,0.05150901637804111,0.08667304013950468,0.08728531630855073,0.05150901637804111,0.1434054663054505,0.7092146774811279,0.7514032242800076,0.0868463054063534
dbs,TabulaMuris_Heart_FACS,0.17756722149825924,0.2562991971352245,0.00033382035563360755,0.16352361339623786,0.00033382035563360755,0.15658718981498526,-0.008395452371310216,0.7718992846162048,-0.021464551083891985,0.0017103153318759315,0.29297335489453874,0.5545887447392224,0.3741468040322216,0.0004122778593865008,0.2294661974237253,0.01155482352403242,0.0002554941766845657,0.002100551235657744,0.2612882152523597,0.1740240700216282,0.0021887548768407352,0.2633012353093133,-0.00015559773603282187,0.0004122778593865008,0.17541983626271768,-0.008703654940003566,0.4043632973976257,-0.009075083006983013,0.1066974516993281,0.01960306777991318,0.01600745726765731,0.31700416865508946,0.5555594766398393
dbs,TabulaMuris_Kidney_10X,0.01597662804352696,0.38136491144925416,-0.0059898224989198045,-0.003058221604314024,-0.004364300821691267,-0.004908552657292131,0.01806093795503676,0.4524749046569966,0.319230499828406,-0.0018428107087156687,0.006767638050866947,0.2234637418882849,0.09924488716063913,0.01953177954982431,0.08465512440457529,0.234137620781878,-0.0059898224989198045,-0.005449703856482196,0.09766684237963452,-0.005449703856482196,-0.003816948367410121,0.14333822545140995,-0.001979181973085149,-0.0059898224989198045,-0.005449703856482196,-0.004908552657292131,-0.022864896770759927,-0.0059898224989198045,-0.0059898224989198045,0.29211217115659643,0.032634634614305984,0.07092315148302063,0.39970716378900506
dbs,TabulaMuris_Kidney_FACS,0.0034002562060002108,0.002416475823930493,0.0034002562060002108,0.17176801440713102,0.0019523542243613664,0.0034002562060002108,0.04612538312217513,0.5568089985974379,-0.033176666007520755,0.0034002562060002108,0.0014724657191389466,0.19548774836536786,0.2064028601561604,0.13411324232570246,0.04996561579190955,0.3265989742622063,0.0034002562060002108,-0.03306812617042953,0.3806520414292501,0.0034002562060002108,0.0034002562060002108,0.3163291795513004,0.0018159722520423973,0.0034002562060002108,0.1991083159842432,0.0034002562060002108,-0.01897520229184715,-0.019018845392206968,0.2011659658239988,-0.0012270990838921148,-0.0010242459177579842,0.2528151650247487,0.558766179590287
dbs,TabulaMuris_Liver_10X,-0.0032076730204261892,-0.001316131053416581,-0.0015309806298510276,0.015577449607112662,0.018519628179367385,0.0019301111622470727,-0.002692705448072612,0.02291228322610719,-0.004039852044121113,-0.003751802662855464,0.003051999750513101,0.035726347805124084,0.17539246850695664,0.0022247643147261,0.016462530336052602,0.002177142039344887,-0.0014160736935617047,-0.0031261182384356213,0.0007190630903677353,0.012989279009355236,0.0794973358720121,0.0006464535744242321,0.0033995057116619877,-0.0014160736935617047,-0.0014160736935617047,0.058692641084393066,0.010602340878342591,0.0017373955760285713,0.038330064195020455,0.0022247643147261,0.0006306024978305203,0.07455853723889452,0.040600428096393734
dbs,TabulaMuris_Liver_FACS,0.09807818017779152,0.2238727757515976,0.08981635271338945,0.10114857450274983,0.0037148277694599883,0.09529581650328764,0.026154611399178386,-0.016218893838102932,0.03717495051894562,-0.002194045867353353,0.0582885974692667,0.4693904725277416,0.37364774415410135,0.30183523680176466,0.21118457864774914,0.014810546918296396,0.0954112815981439,0.0954112815981439,0.04576934023076275,0.0937025915130492,0.0053464581468935755,0.0020898794324987983,0.001929617283289732,0.09393383088296246,0.0962323445668747,-0.0011252801789782764,0.0211192016106384,0.09960351370049142,0.09525378041862408,0.2840450453822981,0.07059818958569013,0.061481307158507886,0.06934600360333723
dbs,TabulaMuris_Lung_FACS,0.054396796062563466,0.012913814069028228,0.04965984708402179,0.12205828319845112,0.003093827859730992,0.050383043982515294,0.050362288416919664,0.05057285211668961,0.0122322767780089,0.05008135290509018,0.030484023514232537,0.06646256620687774,0.05627678676583578,-0.010634294269684168,0.705622689458799,0.008642539107793178,0.04927442750453901,0.001811881300124781,0.3089896517775483,0.050383043982515294,0.0008372307046398432,0.3255183870529261,0.002016926351515678,0.0008795171144410301,0.04927442750453901,0.0019562722370082834,0.08252338407469254,0.013114926763939171,0.050383043982515294,0.008642539107793178,0.00950621739859182,0.5162143634682694,0.007110372020548014
dbs,TabulaMuris_Mammary_10X,0.0001533154268639103,0.495896422146493,0.0023494647529502303,0.032228511049162065,0.17377480356166175,-0.0007737936305535586,0.0012925516442234641,0.13919765875966378,0.0018941117362060774,0.015647010592033224,0.00014987959924683006,-0.053791235237943096,0.3992543501327625,0.0018257608800422871,0.256179476576826,0.904916326433052,0.0020098932158465165,0.0012687088750156273,0.4178350947773034,0.4321763352021158,0.3753946959823658,0.4339132278891742,0.0007588012011967003,0.0012687088750156273,0.4065975300116693,0.2378413106617505,0.36070148789909706,0.0016697001662169975,0.2417120963221553,0.9125883354922252,0.3655652588538787,0.36373797125472,0.5070793139105779
dbs,TabulaMuris_Mammary_FACS,0.0733595796181193,-0.0017750972203825872,-0.0017750972203825872,-0.0017750972203825872,0.4549312225784482,-0.0017750972203825872,-0.0017750972203825872,0.07265592468219835,0.07359380560579347,-0.0017750972203825872,0.010773285371626263,0.4503502489509797,0.7998971032666414,0.0016396778663249785,0.4529472755989221,0.7727079045329291,0.07018983338541772,0.07219802488390246,0.01036317327225383,-0.0017750972203825872,0.001261588577310861,0.0733595796181193,0.007245519084349064,-0.0017750972203825872,0.07134429809207715,0.0733595796181193,0.08201475297618221,0.002012368213386195,-0.0017750972203825872,0.35434546186436805,-0.00922463197642686,0.40523583695688303,0.005782933197074468
dbs,TabulaMuris_Marrow_10X,-0.0013828655349616328,0.11734446363639392,0.2184740629318485,0.2479153702129182,0.0005747337819631888,0.22509596766900505,-0.009092887435763348,0.3243404719603167,0.20945781569141966,0.10893695434168896,-5.428062631624719e-05,0.19395928926362946,0.09893688093861752,0.17604199538388945,0.0036039103683751478,-0.003601480690752001,0.2265076374480811,-0.00121839069501596,0.18258511943136013,0.22509596766900505,0.017914615880798294,0.15544977961498627,-0.0007812358986997018,0.22257537979964484,0.22599275581305506,0.22438503193417345,0.23776039850138,0.05008028407372602,0.22244274335532435,0.04822730777510386,-0.006262192163919453,0.0966717224762907,-0.0012111892098234768
