,dataset,bd,fa,fica,grp,icm,ipca,isomap,ivis,kpca-cos,kpca-pol,kpca-rbf,kpca-sig,lda,lle,lsnmf,mctsne,nmf,nmf2,nsnmf,pca,phate,pmf,saucie,snmf,spca,spca-batch,spectral,srp,tsvd,umap,vasc,vpac,zifa
dbs,TabulaMuris_Bladder_10X,0.7012449395511755,0.02294934222318324,0.05506823218318265,0.01823587585686831,0.7012449395511755,0.7062777008625658,0.4335523648399871,0.7095759446096963,0.7063401136804686,0.6462763184985193,0.2555874280716576,0.25598780659349024,0.7005882656533038,0.7107053054078992,0.7012449395511755,0.7900173620824873,0.7043301526538446,0.1890831755220837,0.6572926827971104,0.7041980930215379,0.7573612644928348,0.7103367690925052,-0.00044878625727788987,0.7012449395511755,0.7060636530394839,0.0009662013606089748,0.5031108261912208,0.33216318554887364,0.3187213973876189,0.7006130015735079,0.7873740480760274,0.7012449395511755,0.7118886161501695
dbs,TabulaMuris_Bladder_FACS,0.5295986336216948,0.7517732880521516,0.7536089823921203,0.2639455005710855,0.017392859837495292,0.7540629835188347,0.2041304916616516,0.2058995570123449,0.7500337288477369,0.18283062337800693,0.7544369114858726,0.7527286580101012,0.20452738814024868,0.7286284107846612,0.7515864015669947,0.7568437534250909,0.20314612836863952,0.7544735785067429,0.6954350895250951,0.2035155595127041,0.7463266786131592,0.20550096952830724,-0.008546763168593756,0.7549780242119128,0.7533297251965829,0.2050867614635334,0.7580248458344386,0.10064523215330284,0.7525222178140537,0.7383798217027066,0.7521057278568076,0.1937202446337441,0.749782468168199
dbs,TabulaMuris_Brain_Microglia_FACS,0.3596655388101184,0.5891542590123858,0.3614970939482198,0.3875165752580512,0.05849467563453459,0.3623746216396001,0.0732374658155888,0.3596655388101184,0.3587624586061375,0.20993786328542866,0.3032113633331477,0.6147535757536037,0.3624033767204548,0.2610694129750684,0.0803088858516169,0.3596655388101184,0.3623746216396001,0.3623746216396001,0.398663113994276,0.3623746216396001,0.02435343300377293,0.2561484521191751,-0.010917953767105332,0.3623746216396001,0.3659757505104017,0.3623746216396001,0.3596655388101184,0.05536658283367109,0.3623746216396001,0.3596655388101184,0.6137421722765188,-0.009865984725565605,0.31487428262871936
dbs,TabulaMuris_Brain_Neurons_FACS,0.3027567161850441,0.5638435291712158,-0.0017175980520515175,0.2462523298956896,-0.028289510516684536,0.08565195451526443,0.13211547902807327,0.6285370962202306,0.6418733576197652,0.3452824994805654,0.6546545402074966,0.3926325544096413,0.30033043916220153,0.017359491370466176,0.14098512246461084,0.34803223166506825,-0.001526570541666833,0.5276101312842854,0.30766183199199737,0.5303130223852637,0.13637680152708348,0.1927068450679413,-0.0009668844812421813,-0.001526570541666833,0.07946244749573912,0.2610966546984905,0.4658253405412908,-0.04017659333736246,0.5468457134341173,0.3079740938394334,0.010417326101080657,0.4364837497889624,0.4281093958867912
dbs,TabulaMuris_Colon_FACS,0.02558113511230729,0.009315794984356064,0.0012787778902466932,-0.037863722835339036,0.0025420429126239274,0.016183826882255475,0.02519152750355229,0.001055474874085501,0.02623252732395033,0.04883982377174388,-0.0006519358648663054,0.0275858350914409,0.013921034285708732,0.02583691697886119,0.008120246979925645,0.025555308042644026,0.0014484924344201643,0.005683561178973618,0.0009350800206661623,0.015982934254356283,0.004510225704107421,0.023660730235793032,0.0011332408900071199,0.02558113511230729,-0.02182235564836232,0.024923779323653302,-0.011626059942588822,0.00270667605578785,-0.011273129475067232,0.022998427990609804,0.004812080124919499,0.08109241836032298,0.1957735596160377
dbs,TabulaMuris_Fat_FACS,-0.0005490371600211262,0.001099819141641556,-0.00042817055903911287,0.00015277129769413806,0.0011365553283043128,-0.00042817055903911287,-0.0004218678098242909,-0.0003810845878109147,0.5349259331048041,0.0004906870600893897,-0.00026170540142181543,0.4165605425228476,0.29010395517635784,0.0008695367869741611,0.009291825289294444,0.010346432980013032,1.7659948720474405e-05,-0.0006272448344412641,0.03096997555772245,-0.00027943598628695095,-9.575914760946626e-05,0.00032693603015523167,-0.00022875485082532416,0.2281960502443069,-0.0004431605681340856,-0.00015031309737345116,0.2702462577457713,-0.0003873012136205589,-0.00031846740721979246,0.050052836289160615,0.007717689757800519,0.2502375838249853,0.0015909095637808095
dbs,TabulaMuris_Heart_10X,0.05094235713475216,0.1452340838754,0.05333744942506586,0.05378853197036256,0.011937806889082692,0.05378853197036256,0.051871002763742326,0.05150901637804111,0.05141994688028698,0.05378853197036256,0.051871002763742326,0.051871002763742326,0.051871002763742326,-0.003561911292772796,0.6360851322999337,0.8343419451052911,0.05094235713475216,0.05094235713475216,0.1431174743992564,0.05378853197036256,0.01535696424239129,0.021795215750986453,0.0012308871553125065,0.05094235713475216,0.05333744942506586,0.05150901637804111,0.08667304013950468,0.06903793813215794,0.05378853197036256,0.1434054663054505,0.7045167894771411,0.7514032242800076,0.0868463054063534
dbs,TabulaMuris_Heart_FACS,-0.004742419993157184,0.25228693238769145,0.00033382035563360755,-0.006579030286806399,-0.022362943720840755,0.15444033384666106,0.2228492129905753,0.7666579561074847,-0.00968165693294923,0.0015425908954172119,0.0009793526068027543,0.5717226338338621,0.3741468040322216,0.0004122778593865008,0.2021342103051904,0.011706126223861416,0.0002554941766845657,0.4620335838544083,0.2612882152523597,0.08886773498910877,0.0021887548768407352,0.2663176371692357,-0.002858655564719215,0.0002554941766845657,0.00033382035563360755,-0.0076793360978395986,0.4017069713883764,-0.02118387605377785,-0.013039713891936922,0.01960306777991318,0.016199210966705138,0.31700416865508946,0.5803005617239868
dbs,TabulaMuris_Kidney_10X,-0.014508867635856787,0.3647781701646863,-0.0059898224989198045,-0.003058221604314024,-0.003822118571405339,-0.0059898224989198045,0.016632037902490848,0.4529178918538689,0.2965603701961741,-0.0018428107087156687,0.006767638050866947,0.1831964040105211,0.1013741018416919,0.017499676342034646,0.08465512440457529,0.01905970647111124,-0.005448152786425253,-0.004908552657292131,0.09212000187503927,-0.006530459654669607,-0.003816948367410121,0.145452361664862,-0.001979181973085149,-0.005449703856482196,-0.006530459654669607,-0.004908552657292131,-0.022864896770759927,0.010327105427586258,-0.0043658518858498575,0.29211217115659643,0.03505352251591943,0.07092315148302063,0.39970716378900506
dbs,TabulaMuris_Kidney_FACS,0.0034002562060002108,0.002416475823930493,0.0034002562060002108,0.2915150170020585,0.0019523542243613664,0.0034002562060002108,0.043080999367091616,0.5532662800825406,-0.02303836333232802,0.0034002562060002108,0.0014724657191389466,0.1153951502079273,0.16633897839318715,0.13589596637615164,0.07085491787644503,0.30959903375567444,0.0017741859380920946,0.0034002562060002108,0.374799974291353,0.0034002562060002108,0.0034002562060002108,0.3163291795513004,0.0018159722520423973,-0.014905550306577527,0.0034002562060002108,0.0034002562060002108,-0.01897520229184715,-0.0111270383931142,0.0034002562060002108,-0.0011432644760826435,0.010993453224616215,0.2528151650247487,0.5629355001594449
